feature,symbol,name
mRNA,LOC118262373,uncharacterized LOC118262373
mRNA,LOC118262228,glycine-rich cell wall structural protein 1.8-like
mRNA,LOC118262376,multidrug resistance-associated protein 4-like
ncRNA,LOC118263197,U4 spliceosomal RNA
mRNA,LOC118262374,exocyst complex component 2-like
ncRNA,LOC118263199,U4 spliceosomal RNA
mRNA,LOC118262725,growth hormone-regulated TBC protein 1-A-like
mRNA,LOC118262726,mitochondrial import inner membrane translocase subunit TIM14-like
mRNA,LOC118262809,importin-5-like
mRNA,LOC118262810,choline-phosphate cytidylyltransferase A-like
mRNA,LOC118262812,protein canopy homolog 4-like
mRNA,LOC118262813,N-acetyltransferase 9-like
mRNA,LOC118262811,uncharacterized LOC118262811
mRNA,LOC118262814,prostatic acid phosphatase-like
mRNA,LOC118262815,retinol dehydrogenase 13-like
mRNA,LOC118262511,uncharacterized LOC118262511
mRNA,LOC118262510,retinol dehydrogenase 11-like
mRNA,LOC118262996,retinol dehydrogenase 11-like
mRNA,LOC118262838,solute carrier family 25 member 51-like
mRNA,LOC118262289,integrator complex subunit 4-like
mRNA,LOC118262288,steroid receptor RNA activator 1-like
mRNA,LOC118262287,stromal cell-derived factor 2-like
mRNA,LOC118262290,serine/threonine-protein kinase polo-like
mRNA,LOC118262291,pancreatic triacylglycerol lipase-like
mRNA,LOC118262229,uncharacterized LOC118262229
mRNA,LOC118263015,transient receptor potential cation channel subfamily V member 5-like
mRNA,LOC118263017,extensin-like
mRNA,LOC118263016,uncharacterized LOC118263016
mRNA,LOC118263037,uncharacterized LOC118263037
mRNA,LOC118262230,uncharacterized LOC118262230
mRNA,LOC118262231,putative uncharacterized protein DDB_G0282133
mRNA,LOC118262901,uncharacterized LOC118262901
mRNA,LOC118262280,serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta-like
mRNA,LOC118262234,uncharacterized LOC118262234
mRNA,LOC118262282,uncharacterized LOC118262282
mRNA,LOC118262286,uncharacterized LOC118262286
mRNA,LOC118262235,component of gems protein 1-like
mRNA,LOC118262283,"keratin, type II cytoskeletal 2 epidermal-like"
mRNA,LOC118262284,shematrin-like protein 2
mRNA,LOC118262281,uncharacterized LOC118262281
mRNA,LOC118262236,extensin-like
mRNA,LOC118262904,ribonuclease H1-like
mRNA,LOC118263039,ribonuclease H1-like
mRNA,LOC118262237,protein kinase C-binding protein 1-like
mRNA,LOC118262602,serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta-like
mRNA,LOC118262905,ribonuclease H1-like
mRNA,LOC118263040,ribonuclease H1-like
mRNA,LOC118262204,protein kinase C-binding protein 1-like
mRNA,LOC118262205,myotubularin-related protein 9-like
mRNA,LOC118262316,replication factor C subunit 4-like
mRNA,LOC118262317,ribonuclease H2 subunit B-like
mRNA,LOC118262319,YTH domain-containing family protein 3-like
mRNA,LOC118262238,heparan-sulfate 6-O-sulfotransferase 2-like
mRNA,LOC118263068,cholinesterase 1-like
mRNA,LOC118262600,esterase FE4-like
mRNA,LOC118262879,cholinesterase 1-like
mRNA,LOC118262722,esterase FE4-like
mRNA,LOC118262305,cholinesterase 1-like
mRNA,LOC118263041,para-nitrobenzyl esterase-like
mRNA,LOC118263042,juvenile hormone esterase-like
mRNA,LOC118263043,esterase FE4-like
mRNA,LOC118263047,juvenile hormone esterase-like
mRNA,LOC118263046,juvenile hormone esterase-like
mRNA,LOC118263045,juvenile hormone esterase-like
mRNA,LOC118263044,para-nitrobenzyl esterase-like
mRNA,LOC118263178,cholinesterase 1-like
mRNA,LOC118262636,venom carboxylesterase-6-like
mRNA,LOC118262239,para-nitrobenzyl esterase-like
mRNA,LOC118262776,acetylcholinesterase-like
mRNA,LOC118262756,para-nitrobenzyl esterase-like
mRNA,LOC118262786,SPRY domain-containing protein 7-like
mRNA,LOC118262499,uncharacterized LOC118262499
mRNA,LOC118262500,mediator of RNA polymerase II transcription subunit 12-like
mRNA,LOC118262501,"twinkle protein, mitochondrial-like"
mRNA,LOC118262618,uncharacterized LOC118262618
mRNA,LOC118262612,protein cereblon-like
mRNA,LOC118262611,serine/arginine repetitive matrix protein 2-like
mRNA,LOC118262393,GTPase-activating protein-like
mRNA,LOC118263067,probable histone-lysine N-methyltransferase set-23
mRNA,LOC118262522,inter-alpha-trypsin inhibitor heavy chain H4-like
mRNA,LOC118262696,transmembrane protein 256 homolog
mRNA,LOC118262701,E3 ubiquitin-protein ligase TRIP12-like
mRNA,LOC118262668,zinc finger protein 2-like
mRNA,LOC118262657,coiled-coil domain-containing protein 39-like
ncRNA,LOC118263214,U1 spliceosomal RNA
mRNA,LOC118262671,ankyrin repeat domain-containing protein 13C-like
mRNA,LOC118262678,myb/SANT-like DNA-binding domain-containing protein 4
mRNA,LOC118262672,putative nuclease HARBI1
mRNA,LOC118262656,oxidation resistance protein 1-like
mRNA,LOC118262240,uncharacterized LOC118262240
mRNA,LOC118262655,extracellular sulfatase SULF-1 homolog
mRNA,LOC118262688,MRN complex-interacting protein-like
mRNA,LOC118262667,"protein tramtrack, alpha isoform-like"
mRNA,LOC118262695,follicle cell protein 3C-1-like
mRNA,LOC118262666,eukaryotic translation initiation factor 2A-like
mRNA,LOC118262663,MFS-type transporter SLC18B1-like
mRNA,LOC118262679,ommochrome-binding protein-like
mRNA,LOC118262673,uncharacterized LOC118262673
mRNA,LOC118262694,uncharacterized LOC118262694
mRNA,LOC118262692,uncharacterized LOC118262692
mRNA,LOC118262659,uncharacterized LOC118262659
mRNA,LOC118262699,"GTP:AMP phosphotransferase AK3, mitochondrial-like"
mRNA,LOC118262674,COP9 signalosome complex subunit 6-like
mRNA,LOC118262664,zinc finger CCCH domain-containing protein 13-like
mRNA,LOC118262241,"phosphatidate cytidylyltransferase, mitochondrial-like"
mRNA,LOC118262697,uncharacterized LOC118262697
mRNA,LOC118262684,cyclin-C
mRNA,LOC118262682,uncharacterized LOC118262682
mRNA,LOC118262685,uncharacterized LOC118262685
mRNA,LOC118262690,uncharacterized LOC118262690
mRNA,LOC118262680,uncharacterized LOC118262680
mRNA,LOC118262693,uncharacterized LOC118262693
mRNA,LOC118262670,lethal(2)neighbour of tid protein 2-like
mRNA,LOC118262702,E3 ubiquitin-protein ligase hyd-like
mRNA,LOC118262245,uncharacterized LOC118262245
mRNA,LOC118262691,uncharacterized LOC118262691
mRNA,LOC118262658,uncharacterized LOC118262658
mRNA,LOC118262700,"GTP:AMP phosphotransferase AK3, mitochondrial-like"
mRNA,LOC118262675,COP9 signalosome complex subunit 6-like
mRNA,LOC118262665,zinc finger CCCH domain-containing protein 13-like
mRNA,LOC118262677,"phosphatidate cytidylyltransferase, mitochondrial-like"
mRNA,LOC118262698,uncharacterized LOC118262698
mRNA,LOC118262683,cyclin-C
mRNA,LOC118262681,uncharacterized LOC118262681
mRNA,LOC118262686,uncharacterized LOC118262686
mRNA,LOC118262689,uncharacterized LOC118262689
mRNA,LOC118262704,uncharacterized LOC118262704
mRNA,LOC118262246,cuticle protein 63-like
mRNA,LOC118262705,uncharacterized LOC118262705
mRNA,LOC118262706,lethal(2)neighbour of tid protein 2-like
mRNA,LOC118262707,E3 ubiquitin-protein ligase UBR5-like
mRNA,LOC118262709,uncharacterized LOC118262709
misc_RNA,LOC118262710,TAR DNA-binding protein 43-like
mRNA,LOC118262315,glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1-like
mRNA,LOC118263095,elongation factor 1-alpha 2
mRNA,LOC118263096,GRIP and coiled-coil domain-containing protein 2-like
mRNA,LOC118262202,serine/threonine-protein kinase PAK 3-like
mRNA,LOC118262203,methionine-R-sulfoxide reductase B1-like
mRNA,LOC118262875,uncharacterized LOC118262875
mRNA,LOC118262877,uncharacterized LOC118262877
mRNA,LOC118263103,E3 SUMO-protein ligase RanBP2-like
mRNA,LOC118262633,transcription initiation factor TFIID subunit 6-like
mRNA,LOC118262404,protein Wnt-5-like
mRNA,LOC118262405,uncharacterized LOC118262405
mRNA,LOC118262403,UDP-glucose:glycoprotein glucosyltransferase-like
mRNA,LOC118262615,transport and Golgi organization protein 11-like
mRNA,LOC118262614,4'-phosphopantetheine phosphatase-like
mRNA,LOC118262748,protein ECT2-like
mRNA,LOC118262247,uncharacterized LOC118262247
mRNA,LOC118262749,mediator of RNA polymerase II transcription subunit 14-like
mRNA,LOC118262750,glutamate--cysteine ligase catalytic subunit-like
mRNA,LOC118263142,beta-catenin-like protein 1
mRNA,LOC118263146,uncharacterized LOC118263146
mRNA,LOC118263143,peroxisomal (S)-2-hydroxy-acid oxidase GLO3-like
mRNA,LOC118263145,probable ubiquitin carboxyl-terminal hydrolase FAF-X
mRNA,LOC118262406,F-box-like/WD repeat-containing protein TBL1XR1
mRNA,LOC118262407,tRNA-uridine aminocarboxypropyltransferase 1-like
mRNA,LOC118262408,gamma-tubulin complex component 3 homolog
mRNA,LOC118262411,ras-like GTP-binding protein RhoL
mRNA,LOC118262410,uncharacterized LOC118262410
mRNA,LOC118262412,nuclear cap-binding protein subunit 2
mRNA,LOC118262409,extended synaptotagmin-1-like
mRNA,LOC118262413,"NAD(P) transhydrogenase, mitochondrial-like"
mRNA,LOC118262464,isocitrate dehydrogenase [NADP] cytoplasmic-like
mRNA,LOC118262465,O-glucosyltransferase rumi homolog
mRNA,LOC118262631,probable serine incorporator
mRNA,LOC118263161,zinc finger protein 395-like
mRNA,LOC118262523,cyclic nucleotide-gated cation channel alpha-3-like
mRNA,LOC118262262,filamin-B-like
mRNA,LOC118262836,uncharacterized LOC118262836
mRNA,LOC118262248,uncharacterized LOC118262248
mRNA,LOC118263082,uncharacterized LOC118263082
ncRNA,LOC118262447,uncharacterized LOC118262447
mRNA,LOC118262446,ATP-dependent RNA helicase bel-like
mRNA,LOC118262637,ATP-dependent translocase ABCB1-like
mRNA,LOC118262974,zinc finger protein ZIC 4-like
mRNA,LOC118262640,glycerophosphodiester phosphodiesterase GDPD6-like
mRNA,LOC118262641,"glycerophosphodiester phosphodiesterase, periplasmic-like"
mRNA,LOC118262661,UDP-glucuronic acid decarboxylase 1-like
mRNA,LOC118262662,"beta-1,3-galactosyltransferase 6-like"
mRNA,LOC118263137,multidrug resistance-associated protein 4-like
mRNA,LOC118263138,uncharacterized LOC118263138
mRNA,LOC118262795,dynein regulatory complex protein 9-like
mRNA,LOC118262874,diuretic hormone 45
mRNA,LOC118262720,uncharacterized LOC118262720
mRNA,LOC118262719,uncharacterized LOC118262719
mRNA,LOC118263004,integrator complex subunit 14-like
mRNA,LOC118262851,protein O-mannosyl-transferase TMTC4-like
mRNA,LOC118262759,uncharacterized LOC118262759
mRNA,LOC118262249,zinc finger CCHC domain-containing protein 24-like
mRNA,LOC118262932,uncharacterized LOC118262932
mRNA,LOC118262934,decapping and exoribonuclease protein-like
mRNA,LOC118262931,uncharacterized LOC118262931
mRNA,LOC118262933,gastrula zinc finger protein XlCGF66.1-like
mRNA,LOC118262386,aquaporin AQPAe.a-like
mRNA,LOC118262777,RE1-silencing transcription factor-like
mRNA,LOC118262199,multiple C2 and transmembrane domain-containing protein-like
mRNA,LOC118262198,multiple C2 and transmembrane domain-containing protein-like
mRNA,LOC118262200,neuronal membrane glycoprotein M6-b-like
mRNA,LOC118262201,probable Golgi SNAP receptor complex member 2
ncRNA,LOC118262357,uncharacterized LOC118262357
mRNA,LOC118262354,EF-hand domain-containing protein 1-like
tRNA,Trnan-guu,tRNA-Asn
mRNA,LOC118262355,microsomal glutathione S-transferase 1-like
mRNA,LOC118262356,uncharacterized LOC118262356
mRNA,LOC118262351,pseudouridine-5'-phosphate glycosidase-like
mRNA,LOC118262352,CD82 antigen-like
mRNA,LOC118262251,EF-hand domain-containing protein 1-like
mRNA,LOC118262358,pseudouridine-metabolizing bifunctional protein C1861.05-like
mRNA,LOC118262359,CD82 antigen-like
mRNA,LOC118262360,uncharacterized LOC118262360
mRNA,LOC118262362,uncharacterized LOC118262362
mRNA,LOC118262361,uncharacterized LOC118262361
mRNA,LOC118262252,"transcription termination factor 5, mitochondrial-like"
mRNA,LOC118262364,"succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial-like"
mRNA,LOC118262363,AP-3 complex subunit delta-like
mRNA,LOC118262365,COMM domain-containing protein 2-like
mRNA,LOC118262414,multidrug resistance-associated protein 4-like
mRNA,LOC118262415,DNA replication complex GINS protein SLD5-like
mRNA,LOC118262417,opsin-1
mRNA,LOC118262416,zinc finger protein DZIP1L-like
mRNA,LOC118262419,60S ribosomal protein L8
mRNA,LOC118262418,cryptochrome-1-like
mRNA,LOC118262421,U7 snRNA-associated Sm-like protein LSm10
mRNA,LOC118262422,uncharacterized LOC118262422
mRNA,LOC118262420,uncharacterized protein C9orf85 homolog
mRNA,LOC118262310,golgin subfamily A member 4-like
mRNA,LOC118262312,zinc finger matrin-type protein 3-like
mRNA,LOC118262311,decapping nuclease DXO homolog
mRNA,LOC118262383,uncharacterized protein CG16817-like
mRNA,LOC118262382,multidrug resistance-associated protein 4-like
mRNA,LOC118262868,uncharacterized LOC118262868
mRNA,LOC118262269,multidrug resistance-associated protein 4-like
mRNA,LOC118262270,multidrug resistance-associated protein 4-like
mRNA,LOC118262384,potassium voltage-gated channel unc-103-like
mRNA,LOC118262385,bystin-like
mRNA,LOC118263033,uncharacterized LOC118263033
mRNA,LOC118262516,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase hpo-8-like
mRNA,LOC118262517,60S ribosomal protein L30
misc_RNA,LOC118262480,serine/threonine-protein phosphatase 1 regulatory subunit 10-like
ncRNA,LOC118263203,small nucleolar RNA SNORD49
mRNA,LOC118262481,p53 and DNA damage-regulated protein 1-like
mRNA,LOC118262253,serine/threonine-protein kinase mig-15-like
mRNA,LOC118262486,asparagine-rich zinc finger protein AZF1-like
mRNA,LOC118262736,serine protease inhibitor 88Ea-like
mRNA,LOC118262426,cytosolic non-specific dipeptidase-like
mRNA,LOC118262425,uncharacterized LOC118262425
mRNA,LOC118262424,nicastrin-like
mRNA,LOC118262596,uncharacterized LOC118262596
mRNA,LOC118262536,uncharacterized LOC118262536
mRNA,LOC118262537,mitochondrial chaperone BCS1-like
mRNA,LOC118262916,uncharacterized LOC118262916
mRNA,LOC118262254,uncharacterized LOC118262254
mRNA,LOC118262553,retinal homeobox protein Rx-like
mRNA,LOC118262544,"transcription termination factor 5, mitochondrial-like"
mRNA,LOC118262990,transmembrane protein 43 homolog
mRNA,LOC118263092,"beta-galactoside alpha-2,6-sialyltransferase 2-like"
mRNA,LOC118262242,matrix metalloproteinase-14-like
mRNA,LOC118262244,uncharacterized LOC118262244
mRNA,LOC118262743,lipopolysaccharide-induced tumor necrosis factor-alpha factor-like
mRNA,LOC118262514,integrator complex subunit 8-like
mRNA,LOC118262515,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog
mRNA,LOC118262256,sodium-dependent phosphate transporter 1-A-like
mRNA,LOC118262257,saccharopine dehydrogenase-like oxidoreductase
mRNA,LOC118262259,"presenilins-associated rhomboid-like protein, mitochondrial"
mRNA,LOC118262260,S-formylglutathione hydrolase-like
mRNA,LOC118262927,protein Mpv17-like
mRNA,LOC118263134,dnaJ homolog subfamily C member 5-like
mRNA,LOC118263133,uncharacterized LOC118263133
mRNA,LOC118263135,uncharacterized LOC118263135
mRNA,LOC118263132,neuronal acetylcholine receptor subunit alpha-5-like
mRNA,LOC118262546,antichymotrypsin-2-like
mRNA,LOC118262313,regulating synaptic membrane exocytosis protein 2-like
mRNA,LOC118262314,host cell factor-like
mRNA,LOC118262563,small integral membrane protein 8-like
mRNA,LOC118262564,rab-like protein 6
mRNA,LOC118262567,uncharacterized LOC118262567
mRNA,LOC118262565,uncharacterized LOC118262565
mRNA,LOC118262566,zinc finger CCCH-type with G patch domain-containing protein-like
mRNA,LOC118262322,FK506-binding protein 15-like
mRNA,LOC118262323,zinc finger protein 622-like
mRNA,LOC118262326,uncharacterized LOC118262326
mRNA,LOC118262324,"arginase, hepatic-like"
mRNA,LOC118262325,uncharacterized LOC118262325
mRNA,LOC118262327,odorant receptor 4-like
mRNA,LOC118262328,uncharacterized LOC118262328
mRNA,LOC118262495,flocculation protein FLO11-like
mRNA,LOC118262898,uncharacterized LOC118262898
mRNA,LOC118262899,uncharacterized LOC118262899
mRNA,LOC118262568,E3 ubiquitin-protein ligase LRSAM1-like
mRNA,LOC118263088,uncharacterized LOC118263088
mRNA,LOC118262735,seminal metalloprotease 1-like
mRNA,LOC118262255,zinc metalloproteinase nas-13-like
ncRNA,LOC118263003,uncharacterized LOC118263003
mRNA,LOC118262434,flocculation protein FLO11-like
mRNA,LOC118262645,E3 ubiquitin-protein ligase LRSAM1-like
mRNA,LOC118263093,uncharacterized LOC118263093
mRNA,LOC118263151,seminal metalloprotease 1-like
mRNA,LOC118262261,zinc metalloproteinase nas-13-like
ncRNA,LOC118263153,uncharacterized LOC118263153
mRNA,LOC118263152,seminal metalloprotease 1-like
mRNA,LOC118262634,seminal metalloprotease 1-like
mRNA,LOC118262263,guanine nucleotide-releasing factor 2-like
mRNA,LOC118262617,parafibromin-like
mRNA,LOC118262616,"b(0,+)-type amino acid transporter 1-like"
mRNA,LOC118263116,ras-related protein Rab-7a
mRNA,LOC118263114,serine/threonine-protein kinase GA29083-like
mRNA,LOC118263115,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6-like
mRNA,LOC118262298,"NADPH:adrenodoxin oxidoreductase, mitochondrial-like"
mRNA,LOC118262297,mitochondrial-processing peptidase subunit alpha-like
mRNA,LOC118262299,"succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial-like"
mRNA,LOC118262300,40S ribosomal protein S5
mRNA,LOC118262264,AP-3 complex subunit mu-2-like
mRNA,LOC118262459,short transient receptor potential channel 4-like
mRNA,LOC118262461,odorant receptor 4-like
mRNA,LOC118262460,uncharacterized LOC118262460
mRNA,LOC118262462,"putative lipoyltransferase 2, mitochondrial"
mRNA,LOC118262397,protein sickie-like4
mRNA,LOC118262399,dentin sialophosphoprotein-like
mRNA,LOC118262266,protein sickie-like
mRNA,LOC118262400,dentin sialophosphoprotein-like
mRNA,LOC118262401,gamma-aminobutyric acid type B receptor subunit 1-like
mRNA,LOC118262402,uncharacterized LOC118262402
mRNA,LOC118262271,uncharacterized LOC118262271
mRNA,LOC118262878,uncharacterized LOC118262878
mRNA,LOC118262431,1-acyl-sn-glycerol-3-phosphate acyltransferase beta-like
mRNA,LOC118262433,1-acyl-sn-glycerol-3-phosphate acyltransferase beta-like
mRNA,LOC118262432,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like
mRNA,LOC118262457,1-acyl-sn-glycerol-3-phosphate acyltransferase beta-like
mRNA,LOC118262458,leucine-rich repeat-containing protein 57-like
mRNA,LOC118262456,metal-response element-binding transcription factor 2-like
ncRNA,LOC118262783,uncharacterized LOC118262783
mRNA,LOC118263336,TBC domain-containing protein kinase-like protein
mRNA,LOC118263337,uncharacterized LOC118263337
