ATP6	ATP6^ATP6_ANOQU^ATP6_AEDAL^Tm1
LOC118268454	LOC118268454^Y2R2_DROME^Exo_endo_phos_2^sigP^Tm1
LOC118268455	LOC118268455^AQP_HAEIX^MIP^Tm6
LOC118268456	LOC118268456^ACT1_ECHGR^Actin^Tm1
LOC118268457	LOC118268457^ERG3_NEUCR^FA_hydroxylase^Tm4
LOC118268458	LOC118268458^RDH13_MOUSE^RDH13_HUMAN^adh_short^sigP^Tm1
LOC118268459	LOC118268459^SV2B_MOUSE^MFS_1^Tm12
LOC118268460	LOC118268460^sigP^Tm1
LOC118268461	LOC118268461^TTKA_DROME^TTKB_DROME^BTB^sigP
LOC118268462	LOC118268462^OR13A_DROME^7tm_6^Tm5
LOC118268463	LOC118268463^7tm_6^sigP^Tm5
LOC118268464	LOC118268464^INPP_MOUSE^Inositol_P
LOC118268465	LOC118268465^RBMX2_MOUSE^RRM_5^Tm1
LOC118268466	LOC118268466^ACT3_DICDI^Actin^sigP^Tm1
LOC118268467	LOC118268467^VPP1_XENLA^VPP1_MOUSE^V_ATPase_I^Tm6
LOC118268468	LOC118268468^VPP1_MOUSE^VPP1_XENLA^V_ATPase_I^sigP^Tm6
LOC118268469	LOC118268469^DCTN4_HUMAN^DCTN4_PONAB^Dynactin_p62^Tm1
LOC118268470	LOC118268470^DCTN4_HUMAN^DCTN4_PONAB^Dynactin_p62^Tm1
LOC118268471	LOC118268471^PPOX_BOVIN^NAD_binding_8
LOC118268472	LOC118268472^PPOX_BOVIN^NAD_binding_8
LOC118268473	LOC118268473^TBA3_RAT^TBA1A_RAT^Tubulin^sigP^Tm1
LOC118268474	LOC118268474^PLB1_MOUSE^Lipase_GDSL^sigP
LOC118268475	LOC118268475^TRY1_ANOGA^Trypsin^sigP
LOC118268476	LOC118268476^PLB1_MOUSE^Lipase_GDSL^sigP
LOC118268477	LOC118268477^ZDHC6_MOUSE^ZDHC6_PONAB^DHHC^Tm4
LOC118268479	LOC118268479^JMD6B_XENLA^Cupin_8^Tm1
LOC118268480	LOC118268480^JMD6B_XENLA^Cupin_8^Tm1
LOC118268481	LOC118268481^MOEH_ANOGA^MOEH_DROME^MOEH_AEDAE^FERM_N
LOC118268482	LOC118268482^7tm_6^sigP^Tm2
LOC118268483	LOC118268483^ZN184_HUMAN^ZNF2_BOVIN^zf-AD^Tm1
LOC118268484	LOC118268484^ATK_DROME^LRR_1^sigP^Tm1
LOC118268485	LOC118268485^KLKB1_MOUSE^Trypsin^Tm1
LOC118268486	LOC118268486^C6A13_DROME^p450^sigP^Tm2
LOC118268487	LOC118268487^PPK28_DROME^ASC^Tm4
LOC118268488	LOC118268488^SH3K1_HUMAN^SH3K1_RAT^SH3_2^sigP^Tm1
LOC118268489	LOC118268489^AL1A7_MOUSE^Aldedh
LOC118268490	LOC118268490^AL1A1_MESAU^Aldedh
LOC118268491	LOC118268491^AL1A1_MESAU^Aldedh^Tm1
LOC118268492	LOC118268492^LRMDA_MOUSE^LRR_1
LOC118268493	LOC118268493^ADA10_HUMAN^Pep_M12B_propep^sigP^Tm1
LOC118268494	LOC118268494^Tm1
LOC118268495	LOC118268495^LILI_DROME^LMBR1^Tm9
LOC118268496	LOC118268496^RPP30_BOVIN^RNase_P_p30^sigP^Tm1
LOC118268497	LOC118268497^TTC12_MOUSE^Tm1
LOC118268498	LOC118268498^ERG3_NEUCR^FA_hydroxylase^Tm4
LOC118268499	LOC118268499^DNJC9_MOUSE^DnaJ^Tm1
LOC118268500	LOC118268500^CRHBP_HUMAN^CRHBP_XENLA^CRF-BP^sigP
LOC118268502	LOC118268502^FBP1_STRPU^Lectin_C^sigP^Tm1
LOC118268503	LOC118268503^TRYP_PHACE^Trypsin^sigP
LOC118268504	LOC118268504^SERC_DROME^Aminotran_5
LOC118268505	LOC118268505^KLKB1_BOVIN^Trypsin^sigP^Tm1
LOC118268506	LOC118268506^C6A13_DROME^p450^sigP^Tm2
LOC118268507	LOC118268507^BAP18_HUMAN^BAP18_MOUSE^Tm1
LOC118268508	LOC118268508^ASM3A_BOVIN^Metallophos^sigP^Tm2
LOC118268509	LOC118268509^OPS3_DROPS^7TM_GPCR_Srsx^sigP^Tm7
LOC118268510	LOC118268510^DLG1L_DANRE^PDZ^sigP
LOC118268512	LOC118268512^UTP18_DROME^Tm1
LOC118268513	LOC118268513^Spaetzle^sigP
LOC118268514	LOC118268514^CEG1A_DROME^ArfGap^Ras^Tm1
LOC118268517	LOC118268517^TENS4_BOVIN^SH2D5_MOUSE^SH2D5_HUMAN^PID
LOC118268518	LOC118268518^ADF1_DROME^MADF_DNA_bdg^Tm1
LOC118268519	LOC118268519^DUF1759^DUF5641^Integrase_H2C2^sigP^Tm1
LOC118268520	LOC118268520^COW_DROME^Kazal_2^sigP
LOC118268521	LOC118268521^ST7_NEMVE^ST7_DROPS^ST7^Tm2
LOC118268522	LOC118268522^EXO_LAMBD^Viral_alk_exo
LOC118268523	LOC118268523^FAAH2_HUMAN^Amidase^Tm1
LOC118268525	LOC118268525^XPP1_HUMAN^Creatinase_N^sigP^Tm1
LOC118268527	LOC118268527^C6A13_DROME^p450^sigP^Tm1
LOC118268528	LOC118268528^THAP^Tm1
LOC118268529	LOC118268529^SYTL4_HUMAN^C2^sigP
LOC118268530	LOC118268530^TF29_SCHPO^TF26_SCHPO^RVT_1^sigP^Tm1
LOC118268531	LOC118268531^TPK1_HUMAN^CLIP_SPH_mas^TPK_catalytic
LOC118268532	LOC118268532^PPK28_DROME^ASC^Tm1
LOC118268533	LOC118268533^LDH_DROME^Ldh_1_N^sigP
LOC118268534	LOC118268534^IQCAL_HUMAN^AAA^sigP^Tm2
LOC118268535	LOC118268535^DUF1758^Tm1
LOC118268536	LOC118268536^AMPM_MANSE^Peptidase_M1_N^sigP^Tm1
LOC118268537	LOC118268537^AMPM_HELVI^Peptidase_M1_N^sigP
LOC118268538	LOC118268538^YI31B_YEAST^TF26_SCHPO^zf-CCHC_2^sigP^Tm1
LOC118268540	LOC118268540^sigP^Tm4
LOC118268541	LOC118268541^FHOD3_MOUSE^Formin_GBD_N^sigP^Tm1
LOC118268542	LOC118268542^PEBPH_CAEEL^PBP^sigP
LOC118268543	LOC118268543^PGRP_BOMMO^Amidase_2^sigP^Tm1
LOC118268544	LOC118268544^DDX54_MOUSE^DEAD^Tm1
LOC118268545	LOC118268545^CE290_DANRE^Tm1
LOC118268546	LOC118268546^sigP^Tm1
LOC118268547	LOC118268547^YRD6_CAEEL^RT_RNaseH_2^sigP^Tm1
LOC118268548	LOC118268548^Tm1
LOC118268549	LOC118268549^CP6B7_HELAM^CP6K1_BLAGE^p450^Tm2
LOC118268550	LOC118268550^THAP9_HUMAN
LOC118268551	LOC118268551^K0825_HUMAN^K0825_MOUSE^DUF4495^sigP^Tm1
LOC118268552	LOC118268552^FRDA_DROME^Frataxin_Cyay
LOC118268553	LOC118268553^LACH_DROME^I-set^sigP^Tm1
LOC118268555	LOC118268555^Tm1
LOC118268556	LOC118268556^FA76A_HUMAN^FA76A_CHICK^FAM76^sigP
LOC118268557	LOC118268557^MSD4_BOVIN^MSD4_RAT^Myb_DNA-bind_5
LOC118268558	LOC118268558^ACES_LEPDE^COesterase^sigP^Tm1
LOC118268559	LOC118268559^UHRF1_XENTR^UHRF1_XENLA^ubiquitin^Tm4
LOC118268561	LOC118268561^RSU1_BOVIN^LRR_1^Tm1
LOC118268563	LOC118268563^YG31B_YEAST^RVT_1^Tm1
LOC118268564	LOC118268564^RTJK_DROFU^RVT_1^Tm1
LOC118268565	LOC118268565^GAGXE_DROME^DUF3060^PRE_C2HC^Tm1
LOC118268566	LOC118268566^ZSWM8_DROME^SWIM^sigP^Tm2
LOC118268567	LOC118268567^SNPF_AGRIP
LOC118268568	LOC118268568^sigP
LOC118268569	LOC118268569^MYRO1_BREBR^Glyco_hydro_1^sigP^Tm1
LOC118268570	LOC118268570^C1139_DROME^Aa_trans^sigP^Tm10
LOC118268571	LOC118268571^CART_DROME^MFS_1^sigP^Tm12
LOC118268572	LOC118268572^PELET_DROME^THAP9_HUMAN^THAP^sigP^Tm1
LOC118268573	LOC118268573^PELET_DROME^THAP9_HUMAN^THAP^sigP^Tm1
LOC118268574	LOC118268574^MBF2^sigP^Tm1
LOC118268575	LOC118268575^TRR_DROME^zf-HC5HC2H^sigP^Tm2
LOC118268576	LOC118268576^Tm1
LOC118268577	LOC118268577^FANCM_MOUSE^ResIII^Tm1
LOC118268578	LOC118268578^TAF13_PONAB^TFIID-18kDa
LOC118268579	LOC118268579^LACH_SCHAM^Ig_3^sigP
LOC118268580	LOC118268580^LVIVD^SBP_bac_3^Tm4
LOC118268582	LOC118268582^ATS14_HUMAN^Pep_M12B_propep^Tm1
LOC118268583	LOC118268583^BAG6A_XENLA^BAG6_XENTR^BAG6B_XENLA^Rad60-SLD^sigP^Tm2
LOC118268584	LOC118268584^OR85C_DROME^7tm_6^Tm7
LOC118268585	LOC118268585^NPC1_PIG^Patched^Tm10
LOC118268586	LOC118268586^LACH_SCHAM^Ig_3
LOC118268587	LOC118268587^RTXE_DROME^Exo_endo_phos_2
LOC118268588	LOC118268588^sigP
LOC118268589	LOC118268589^TBCD5_HUMAN^RabGAP-TBC
LOC118268590	LOC118268590^DDE_Tnp_4^Tm1
LOC118268591	LOC118268591^DUF1759^sigP
LOC118268592	LOC118268592^VA5_POLDO^CAP^sigP^Tm1
LOC118268593	LOC118268593^ORC2_DROME^ORC2^sigP^Tm1
LOC118268594	LOC118268594^MGAT2_HUMAN^MGAT2
LOC118268595	LOC118268595^KPYK_DROME^PK^sigP^Tm3
LOC118268596	LOC118268596^ACM2_CAEEL^7TM_GPCR_Srsx^Tm7
LOC118268597	LOC118268597^ACE_DROME^Peptidase_M2^Tm1
LOC118268598	LOC118268598^MUC4_HUMAN^LSTP_STASI^sigP^Tm1
LOC118268599	LOC118268599^VWDE_HUMAN^C_tripleX^sigP^Tm1
LOC118268600	LOC118268600^T161B_MOUSE^Tmemb_161AB^Tm8
LOC118268601	LOC118268601^MOEH_CULQU^TBA1B_PANTR^Tubulin^Tubulin_C^Tm1
LOC118268602	LOC118268602^LACH_SCHAM^OBCAM_CHICK^I-set^sigP^Tm1
LOC118268603	LOC118268603^CHMP5_DROME^Snf7^Tm1
LOC118268604	LOC118268604^C6A13_DROME^p450^Tm1
LOC118268605	LOC118268605^C6A13_DROME^p450^Tm1
LOC118268606	LOC118268606^ZNF98_HUMAN^ZN695_HUMAN^AT_hook^sigP^Tm3
LOC118268607	LOC118268607^VPS51_DROME^VPS51_MOUSE^Sec5^sigP
LOC118268608	LOC118268608^DFP3_ANTMY^Reeler^sigP
LOC118268609	LOC118268609^FAAH2_HUMAN^Amidase^sigP^Tm1
LOC118268611	LOC118268611^PGRP_TRINI^Amidase_2^sigP
LOC118268612	LOC118268612^ADAT1_DROME^A_deamin^sigP
LOC118268613	LOC118268613^HSP7D_MANSE^HSP70^Tm1
LOC118268614	LOC118268614^T161B_MOUSE^Tmemb_161AB^sigP^Tm9
LOC118268615	LOC118268615^TET5A_HUMAN^TET5C_DANRE^NTP_transf_7
LOC118268616	LOC118268616^ODBB_MOUSE^Transket_pyr
LOC118268617	LOC118268617^CP6B7_HELAM^C6A13_DROME^p450^Tm2
LOC118268618	LOC118268618^C6A13_DROME^p450^sigP^Tm2
LOC118268619	LOC118268619^INPP_MOUSE^Inositol_P
LOC118268620	LOC118268620^RBMX2_MOUSE^RRM_5^Tm1
LOC118268621	LOC118268621^MTNA_BOMMO^IF-2B^Tm2
LOC118268622	LOC118268622^Tm1
LOC118268623	LOC118268623^ARSB_RAT^Sulfatase^sigP^Tm1
LOC118268625	LOC118268625^TAF13_PONAB^TFIID-18kDa
LOC118268626	LOC118268626^BAB2_DROME^BTB^Tm1
LOC118268627	LOC118268627^ALLC_XENLA^Allantoicase
LOC118268628	LOC118268628^CAH12_RABIT^CAH6_BOVIN^Carb_anhydrase^sigP
LOC118268630	LOC118268630^sigP^Tm1
LOC118268631	LOC118268631^HARB1_DANRE^Plant_tran
LOC118268632	LOC118268632^TM181_HUMAN^MIG-14_Wnt-bd^sigP^Tm8
LOC118268633	LOC118268633^FOXO_DROAN^Forkhead^Tm2
LOC118268634	LOC118268634^C_tripleX^sigP^Tm1
LOC118268635	LOC118268635^ARSB_MOUSE^Sulfatase^Tm1
LOC118268636	LOC118268636^ARSB_RAT^ARSB_MOUSE^Sulfatase^sigP^Tm2
LOC118268637	LOC118268637^TPK1_HUMAN^CLIP_SPH_mas^TPK_catalytic
LOC118268638	LOC118268638^RYAR_DROME^7TM_GPCR_Srsx^Tm1
LOC118268639	LOC118268639^S45A2_MOUSE^MFS_1^sigP^Tm9
LOC118268640	LOC118268640^Y2R2_DROME
LOC118268641	LOC118268641^ALPL_ARATH^Plant_tran^Tm1
LOC118268642	LOC118268642^sigP
LOC118268643	LOC118268643^ARSB_MOUSE^Sulfatase^sigP
LOC118268644	LOC118268644^RYAR_DROME^7tm_4^Tm7
LOC118268645	LOC118268645^LACH_DROME^I-set^sigP^Tm1
LOC118268646	LOC118268646^ARSB_MOUSE^Sulfatase^sigP
LOC118268647	LOC118268647^RDH11_HUMAN^adh_short^sigP
LOC118268648	LOC118268648^MAGL2_MOUSE^sigP^Tm1
LOC118268649	LOC118268649^NFH_RAT^sigP^Tm1
LOC118268650	LOC118268650^Tm1
LOC118268651	LOC118268651^SLAP1_ACET2^sigP^Tm1
LOC118268652	LOC118268652^QVR^sigP
LOC118268653	LOC118268653^VWDE_HUMAN^C_tripleX^sigP^Tm1
LOC118268654	LOC118268654^VWDE_HUMAN^C_tripleX^sigP^Tm1
LOC118268655	LOC118268655^DRPR_DROME^ZAN_MOUSE^EMI^sigP^Tm1
LOC118268656	LOC118268656^VWDE_HUMAN^C_tripleX^sigP^Tm1
LOC118268657	LOC118268657^VWDE_HUMAN^C_tripleX^sigP^Tm2
LOC118268658	LOC118268658^PEX16_XENTR^Pex16
LOC118268659	LOC118268659^VWDE_HUMAN^C_tripleX^sigP^Tm1
LOC118268660	LOC118268660^VWDE_HUMAN^hEGF^sigP^Tm1
LOC118268661	LOC118268661^PSTA_DICDI^PLPK1_ARATH^TCNA_TRYCR^sigP^Tm1
LOC118268662	LOC118268662^MADF_DNA_bdg^Tm2
LOC118268663	LOC118268663^C_tripleX^sigP
LOC118268664	LOC118268664^sigP^Tm1
LOC118268665	LOC118268665^Prenyltrans^sigP^Tm1
LOC118268666	LOC118268666^ARFG1_RAT^ARFG1_MOUSE^ArfGap
LOC118268667	LOC118268667^OR13A_DROME^7tm_6^Tm6
LOC118268668	LOC118268668^sigP^Tm1
LOC118268669	LOC118268669^sigP^Tm1
LOC118268670	LOC118268670^sigP
LOC118268671	LOC118268671^MARH2_DANRE^RINGv^Tm2
LOC118268672	LOC118268672^Tm1
LOC118268673	LOC118268673^HARB1_BOVIN^Plant_tran^Tm1
LOC118268674	LOC118268674^sigP^Tm1
LOC118268676	LOC118268676^sigP
LOC118268679	LOC118268679^KLKB1_BOVIN^PRS55_MOUSE^Trypsin^sigP
LOC118268680	LOC118268680^BCOR_HUMAN^BCOR_MOUSE^Ank_2^sigP^Tm1
LOC118268683	LOC118268683^FANCM_MOUSE^ResIII^Tm1
LOC118268684	LOC118268684^UBP54_RAT^UCH^sigP^Tm1
LOC118268685	LOC118268685^UBP54_RAT^UCH^sigP^Tm1
LOC118268686	LOC118268686^PATH_DROME^Aa_trans^Tm10
LOC118268687	LOC118268687^HEM_DROME^Nckap1^sigP^Tm1
LOC118268688	LOC118268688^ADA10_PIG^Pep_M12B_propep^sigP^Tm1
LOC118268689	LOC118268689^CDC5L_BOVIN^Myb_DNA-binding^sigP^Tm1
LOC118268690	LOC118268690^CDC5L_BOVIN^Myb_DNA-binding^sigP^Tm2
LOC118268691	LOC118268691^MFSD9_MOUSE^MFS_1^Tm10
LOC118268692	LOC118268692^MTNA_BOMMO^IF-2B^Tm1
LOC118268693	LOC118268693^ERCC1_HUMAN^Rad10^sigP^Tm1
LOC118268694	LOC118268694^ERCC1_HUMAN^Rad10^sigP^Tm1
LOC118268695	LOC118268695^HEM_DROME^Nckap1^sigP^Tm1
LOC118268696	LOC118268696^ADA10_PIG^Pep_M12B_propep^sigP^Tm1
LOC118268697	LOC118268697^S22AD_HUMAN^MFS_1^sigP^Tm1
LOC118268698	LOC118268698^GDAP2_DROME^GDAP2_DROPS^Macro^Tm1
LOC118268699	LOC118268699^YM67_CAEEL^Peptidase_S28^sigP^Tm1
LOC118268700	LOC118268700^HARB1_HUMAN^Plant_tran^sigP^Tm1
LOC118268701	LOC118268701^METK_DROME^S-AdoMet_synt_N^sigP
LOC118268702	LOC118268702^Tm1
LOC118268703	LOC118268703^HLF_MOUSE^HLF_HUMAN^bZIP_2^sigP
LOC118268704	LOC118268704^LVIVD^SBP_bac_3^Tm4
LOC118268705	LOC118268705^GLRK_ANAPL^Tm1
LOC118268714	LOC118268714^YPEL2_PONAB^Yippee-Mis18^Tm1
LOC118268715	LOC118268715^CTIF_MOUSE^CTIF_HUMAN^CTIF_XENTR^MI4GD_BOVIN^MIF4G
LOC118268716	LOC118268716^CLOCK_DROME^PAS_9^sigP^Tm1
LOC118268717	LOC118268717^DUF4770^Tm1
LOC118268718	LOC118268718^CP9E2_BLAGE^p450^Tm3
LOC118268719	LOC118268719^NSUN6_MOUSE^Methyltr_RsmB-F^Tm1
LOC118268720	LOC118268720^TRM7_HUMAN^AFP^FtsJ^Tm1
LOC118268721	LOC118268721^ARF1_LOCMI^Arf^Tm1
LOC118268722	LOC118268722^SUS_DROME^zf-CCCH_2^sigP^Tm1
LOC118268723	LOC118268723^SUS_DROME^zf-CCCH_2^sigP^Tm1
LOC118268724	LOC118268724^UBE4A_BOVIN^Ufd2P_core^sigP^Tm1
LOC118268725	LOC118268725^UBE4A_BOVIN^Ufd2P_core^sigP^Tm1
LOC118268726	LOC118268726^Glyco_transf_92
LOC118268727	LOC118268727^GLCI1_MOUSE^FAM117
LOC118268728	LOC118268728^GLCI1_MOUSE^FAM117
LOC118268729	LOC118268729^MSD4_MOUSE^Myb_DNA-bind_5
LOC118268730	LOC118268730^CINP_BOVIN
LOC118268731	LOC118268731^IFT22_HUMAN^Arf
LOC118268732	LOC118268732^RPB4_DROME^RNA_pol_Rpb4
LOC118268733	LOC118268733^RPB4_DROME^RNA_pol_Rpb4
LOC118268734	LOC118268734^sigP
LOC118268737	LOC118268737^ZN614_PONAB^ZN252_CANLF^zf-C2H2^sigP^Tm1
LOC118268739	LOC118268739^CSN7B_BOVIN^PCI^Tm2
LOC118268740	LOC118268740^NDUS7_BOVIN^Oxidored_q6^Tm1
LOC118268741	LOC118268741^AUTS2_HUMAN^Auts2^sigP^Tm1
LOC118268742	LOC118268742^VKORL_RAT^VKOR^Tm4
LOC118268743	LOC118268743^CALCR_HUMAN^CALRL_DANRE^HRM^Tm6
LOC118268744	LOC118268744^ACT2_BOMMO^Actin^Tm1
LOC118268745	LOC118268745^THOC5_DANRE^FmiP_Thoc5^Tm1
LOC118268746	LOC118268746^LGR5_XENTR^PGS2_CHICK^LRR_8^sigP^Tm2
LOC118268747	LOC118268747^UNC51_CAEEL^ULK2_MOUSE^Pkinase
LOC118268748	LOC118268748^DENR_DROME^SUI1
LOC118268749	LOC118268749^CND1_XENLA^Cnd1_N^sigP^Tm2
LOC118268750	LOC118268750^CND1_XENLA^Cnd1_N^sigP^Tm2
LOC118268751	LOC118268751^XPO6_HUMAN^XPO6_MOUSE^IBN_N^sigP^Tm1
LOC118268752	LOC118268752^XPO6_HUMAN^XPO6_MOUSE^IBN_N^sigP^Tm1
LOC118268753	LOC118268753^CMTR1_XENLA^G-patch^sigP^Tm1
LOC118268754	LOC118268754^CMTR1_XENLA^G-patch^sigP^Tm1
LOC118268755	LOC118268755^UNC51_CAEEL^ULK2_MOUSE^Pkinase
LOC118268756	LOC118268756^EFHC2_DANRE^DM10_dom^Tm1
LOC118268757	LOC118268757^EFHC2_DANRE^DM10_dom^sigP^Tm1
LOC118268758	LOC118268758^THOC5_DANRE^FmiP_Thoc5^Tm1
LOC118268759	LOC118268759^RFT1_DROME^Rft-1^Tm10
LOC118268760	LOC118268760^RFT1_DROME^Rft-1^Tm10
LOC118268761	LOC118268761^GRM_DROME^7tm_3^sigP^Tm7
LOC118268762	LOC118268762^GRM_DROME^7tm_3^sigP^Tm7
LOC118268763	LOC118268763^CBPM_MOUSE^CBPM_PONAB^Peptidase_M14^sigP
LOC118268764	LOC118268764^MET16_CHICK^Methyltransf_10^Tm1
LOC118268765	LOC118268765^MET16_CHICK^Methyltransf_10
LOC118268766	LOC118268766^LGR5_XENTR^PGS2_CHICK^LRR_8^sigP^Tm2
LOC118268767	LOC118268767^CCZ1_NEMVE^Intu_longin_1^sigP^Tm2
LOC118268768	LOC118268768^CYCL_DROME^BMAL2_CHICK^PAS_9^Tm1
LOC118268769	LOC118268769^CCZ1_NEMVE^Intu_longin_1^Tm2
LOC118268770	LOC118268770^DOXA1_XENLA^DOXA1_HUMAN^DuoxA^Tm6
LOC118268771	LOC118268771^SEPT5_HUMAN^SEPT5_RAT^Septin^sigP^Tm1
LOC118268772	LOC118268772^SEPT5_HUMAN^SEPT5_RAT^Septin^sigP^Tm1
LOC118268773	LOC118268773^HM20A_CHICK^HM20A_XENLA^HMG_box
LOC118268774	LOC118268774^HM20A_CHICK^HM20A_XENLA^HMG_box^Tm1
LOC118268775	LOC118268775^RFC5_MOUSE^Rad17^sigP^Tm1
LOC118268776	LOC118268776^RFC5_MOUSE^Rad17^sigP^Tm1
LOC118268777	LOC118268777^NUDT9_MOUSE^NUDIX
LOC118268778	LOC118268778^LAP4B_BOVIN^LAP4A_PONAB^LAP4A_MACFA^Mtp^Tm4
LOC118268779	LOC118268779^LAP4A_CHICK^LAP4A_PONAB^LAP4A_MACFA^Mtp^Tm4
LOC118268780	LOC118268780^NUDT9_MOUSE^NUDT9_RAT^NUDIX^Tm1
LOC118268781	LOC118268781^PHND_ECOLI^Phosphonate-bd^Tm1
LOC118268782	LOC118268782^THO4B_XENLA^RRM_1
LOC118268783	LOC118268783^S35F6_HUMAN^SLC35F^sigP^Tm7
LOC118268784	LOC118268784^THO4B_XENLA^RRM_1
LOC118268785	LOC118268785^SAP
LOC118268786	LOC118268786^CUED1_MOUSE^CUE^Tm1
LOC118268787	LOC118268787^CUED1_MOUSE^CUE^Tm1
LOC118268788	LOC118268788^RAB28_MOUSE^Ras^Tm1
LOC118268789	LOC118268789^RAB28_MOUSE^Arf^sigP^Tm1
LOC118268790	LOC118268790^SODC_DANRE^Sod_Cu^sigP
LOC118268791	LOC118268791^SODC_DANRE^Sod_Cu^sigP
LOC118268792	LOC118268792^SSRG_HUMAN^TRAP-gamma^Tm4
LOC118268793	LOC118268793^SSRG_HUMAN^TRAP-gamma^Tm4
LOC118268794	LOC118268794^PKRI1_XENLA^DUF1168^Tm1
LOC118268795	LOC118268795^DENR_DROME^SUI1
LOC118268796	LOC118268796^PSMD2_RAT^RPN1_C
LOC118268797	LOC118268797^SAP^Tm2
LOC118268798	LOC118268798^SLBP_DROME^SLBP_RNA_bind^Tm1
LOC118268799	LOC118268799^SLBP_DROME^SLBP_RNA_bind^Tm1
LOC118268800	LOC118268800^S36_mt^sigP^Tm1
LOC118268801	LOC118268801^LTOR4_DROME
LOC118268802	LOC118268802^LTOR4_DROME
LOC118268803	LOC118268803^GPSM2_HUMAN^TPR_8^Tm1
LOC118268804	LOC118268804^ENO_DROME^Enolase_N^sigP
LOC118268807	LOC118268807^GGT1_PIG^GGT1_RAT^G_glu_transpept^Tm1
LOC118268808	LOC118268808^Tm1
LOC118268809	LOC118268809^Tm1
LOC118268810	LOC118268810^Tm1
LOC118268811	LOC118268811^NUPR1_MOUSE^Phospho_p8
LOC118268812	LOC118268812^sigP^Tm1
LOC118268813	LOC118268813^SOG_DROME^VWC^sigP^Tm1
LOC118268814	LOC118268814^PUR2_CHITE^PUR2_DROME^GARS_N^Tm1
LOC118268815	LOC118268815^AN13B_HUMAN^AN13D_MOUSE^Ank_2
LOC118268816	LOC118268816^DJC28_HUMAN^DnaJ^Tm1
LOC118268817	LOC118268817^TRIM2_AILME^zf-RING_2
LOC118268818	LOC118268818^C12B1_DROAC^p450^Tm1
LOC118268819	LOC118268819^METL_DROME^Ubie_methyltran^Tm1
LOC118268820	LOC118268820^Tm2
LOC118268821	LOC118268821^PH4H_DROME^ACT
LOC118268822	LOC118268822^sigP
LOC118268824	LOC118268824^RT18A_BOVIN^Ribosomal_S18^Tm1
LOC118268825	LOC118268825^PLIN4_HUMAN^PLIN4_MOUSE^Apolipoprotein^sigP^Tm3
LOC118268826	LOC118268826^ATPG_DROME^ATP-synt^Tm1
LOC118268827	LOC118268827^FRL_DROME^Drf_GBD^Tm1
LOC118268828	LOC118268828^COAC_MOUSE^Flavoprotein
LOC118268829	LOC118268829^SZRD1_DANRE^SUZ
LOC118268830	LOC118268830^RPA1_DROME^RNA_pol_Rpb1_1^sigP^Tm1
LOC118268831	LOC118268831^XYLS_SACS2^Glyco_hydro_31^sigP^Tm1
LOC118268832	LOC118268832^HYEP_BOMMO^EHN^sigP^Tm1
LOC118268833	LOC118268833^TRMO_MOUSE^TrmO
LOC118268834	LOC118268834^PSA5_MOUSE^Proteasome_A_N^Tm1
LOC118268835	LOC118268835^IP6K2_RABIT^IP6K2_HUMAN^IPK^Tm1
LOC118268837	LOC118268837^AWH_DROME^LIM
LOC118268838	LOC118268838^MTH3_DROME^MTH2_DROYA^MTH_DROME^Methuselah_N^sigP^Tm7
LOC118268839	LOC118268839^C1139_DROME^Aa_trans^Tm10
LOC118268840	LOC118268840^PPTC7_DANRE^PP2C_2
LOC118268841	LOC118268841^DERL2_PONAB^DER1^Tm3
LOC118268842	LOC118268842^sigP^Tm1
LOC118268843	LOC118268843^OCAD1_DROME^OCIA^Tm1
LOC118268844	LOC118268844^NT1AA_XENLA^Methyltransf_PK
LOC118268846	LOC118268846^Tm12
LOC118268847	LOC118268847^PNKP_MOUSE^FHA_2
LOC118268848	LOC118268848^ACATN_RAT^Acatn^Tm10
LOC118268849	LOC118268849^CTR4_MOUSE^AA_permease_2^Tm14
LOC118268850	LOC118268850^CNOT3_MOUSE^CNOT3_HUMAN^Not3
LOC118268851	LOC118268851^AUTS2_HUMAN^Auts2^sigP^Tm1
LOC118268852	LOC118268852^VKORL_RAT^VKOR^Tm4
LOC118268853	LOC118268853^HEAT6_DANRE^DUF4042^Tm1
LOC118268854	LOC118268854^PPIL6_HUMAN^Pentapeptide^Pro_isomerase^Tm3
LOC118268855	LOC118268855^ABCB6_XENTR^MTABC_N^sigP^Tm11
LOC118268856	LOC118268856^GCSH_DROME^GCV_H^sigP
LOC118268857	LOC118268857^SLMAP_RABIT^FHA^Tm1
LOC118268858	LOC118268858^MET18_HUMAN^Methyltransf_16^Tm2
LOC118268859	LOC118268859^PNPO_BOMMO^Pyridox_oxase_2
LOC118268860	LOC118268860^PSME3_PIG^PSME3_PONAB^PA28_alpha
LOC118268861	LOC118268861^SRPRB_MOUSE^Arf^Tm1
LOC118268862	LOC118268862^ZNFX1_HUMAN^AAA_11^Tm5
LOC118268863	LOC118268863^LOK_DROME^FHA^Tm1
LOC118268864	LOC118268864^SPIN_DROME^MFS_1^Tm10
LOC118268865	LOC118268865^ITA1_DROME^FG-GAP^sigP^Tm1
LOC118268866	LOC118268866^PO6F2_HUMAN^PO6F1_RAT^PO6F1_MOUSE^Pou^Tm1
LOC118268867	LOC118268867^DNMT1_PARLI^DNMT1_CHICK^DNMT1-RFD^Tm1
LOC118268868	LOC118268868^ESF1_MOUSE^NUC153^sigP^Tm1
